participant_id,gender,content,token_count,ttr,pronoun_count,emotion_count
8,female,"The Task Description says: 	1.	First, ask the AI to explain it simply. 	2.	Then, ask the AI to turn that explanation into a story or game a 5-year-old would enjoy. 	3.	Ask the AI to make it shorter, more fun, or more visual.  If you tell me the actual topic you need to teach, I can follow those steps for you and create a kid-friendly, fun version. What’s the topic you need explained?",74,0.6891891891891891,6,1
6,male,"We went to rheinfall Switzerland, we ride a boat which was full of mostly arabic and south asians. The boat started and everyone was very excited. It completed its 30 min route in the rheinfall. ",34,0.8235294117647058,2,0
6,male,It is too crowded,4,1.0,0,0
11,male,"A shared apartment kitchen table with two roommates sitting across from each other, a colorful weekly chore chart on the table showing tasks like cooking, cleaning, laundry, and taking out the trash, sticky notes with reminders, a laptop open to a shared calendar, coffee mugs in front of each person, friendly expressions as they discuss and agree on who will do what, the setting warm and organized to reflect cooperation and fairness.",72,0.8055555555555556,1,1
10,male,There were beautiful mountains and animals and trees and ice,10,0.8,0,1
11,male,"A cozy boutique gift shop with shelves filled with candles, books, and handmade jewelry, soft golden lighting creating a warm atmosphere, a person thoughtfully holding a wrapped gift box with a ribbon, a handwritten birthday card beside it, small potted plants and decorative trinkets on display, the mood warm and personal, reflecting care and friendship.",55,0.7818181818181819,0,0
11,male,"A clean and organized digital planner open on a tablet screen, displaying a colorful weekly schedule with workout sessions like yoga, strength training, and running, alongside balanced meal plans with fresh fruits, vegetables, lean proteins, and healthy snacks, a water bottle and dumbbells placed on the table, a bowl of salad next to the planner, natural daylight streaming in from a nearby window, creating a sense of motivation and well-being.",71,0.7887323943661971,0,1
11,male,"A bright home workspace with a tidy desk, a laptop open to a to-do list app, a neatly arranged calendar showing a well-structured daily routine, sticky notes with short motivational quotes, a cup of coffee beside a closed notebook, a phone face down to minimize distractions, sunlight streaming through a window, and an overall feeling of focus, organization, and steady progress.",63,0.7777777777777778,0,0
11,male,"A colorful children’s illustration of a happy green plant with a smiling sun shining above, arrows showing sunlight going into the leaves, water drops traveling from the roots up the stem, and tiny bubbles of oxygen floating into the air, with simple labels like Sun, Water, and Air, designed in a fun and playful style for a 5-year-old to understand.",62,0.7580645161290323,0,2
11,male,"A cozy study setting with a stack of books on feminism, a laptop open to an educational article, a steaming mug of tea beside a notepad filled with handwritten thoughts, posters of historical women’s rights leaders on the wall, soft light from a desk lamp, and an atmosphere of reflection and learning as someone reads and develops their own perspective.",61,0.7868852459016393,1,0
11,male,"A creative workspace with a laptop open to a writing app, the screen showing a few paragraphs of a fictional story in progress, a steaming cup of coffee on the side, scattered notes with character sketches and plot ideas, a cozy lamp casting warm light, and an AI chatbot window open, suggesting imaginative twists and vivid descriptions, creating an atmosphere of inspiration and collaboration.",64,0.765625,0,0
11,male,"A smartphone screen showing a dating app profile page, with a smiling profile photo at the top, a short and engaging bio written in a friendly tone, icons for hobbies like travel, cooking, reading, and hiking, a cozy café background in the main photo, and a sense of warmth and authenticity that reflects personality and interests.",56,0.75,0,1
11,male,"Two friends sitting together on a couch, one offering a comforting hug while the other holds a warm cup of tea, soft blankets and tissues nearby, a gentle glow from a floor lamp creating a safe and calming atmosphere, quiet rain visible through the window, symbolizing care, empathy, and emotional support.",51,0.8431372549019608,0,0
13,male,Enjoy Luxemburg view. Nature and getting memories.,7,1.0,0,1
13,male,Heidelberg kassel,2,1.0,0,0
14,male,it was beautifull vallys and animals and greenery,8,0.875,0,0
13,male,Wesbadan view,2,1.0,0,0
14,male,a room with chair and a beautifull bed with sofa,10,0.8,0,0
13,male,Pinta beach ,2,1.0,0,0
16,male,I want an image of a dream house,8,1.0,1,0
16,male,I was in istanbul for my holidays at blue mosque describe me with an image ,15,1.0,3,0
16,male,I was behind the mosque,5,1.0,1,0
16,male,My family was with me (my wife),7,0.8571428571428571,3,0
17,female,i was in mountains with my friend it was cool windy weather there is lots of cafes and restaurants there was lots of shopping center and very beautiful weather.,29,0.7586206896551724,2,1
17,female,i was in wisbaden with my best friend with stylish outfit and it was summer days and we were eating icecream. there is beautiful garden with colorful flowers,28,0.8571428571428571,3,1
17,female,i want cosy room with lots of flower plants and big window near the sea shore and lots of book,20,0.85,1,0
17,female,i want to buy colorfull princess dress for my best friend,11,1.0,2,0
17,female,i want image of dress,5,1.0,1,0
17,female,make pink long princess dress with diamonds and lots of flowers,11,1.0,0,0
17,female,cosy apartment view,3,1.0,0,0
21,male,"Plants make their own food in a process called photosynthesis, which is like cooking inside their leaves. 🌱 They take sunlight from the sun, water from the ground through their roots, and air from around them, and mix it all together to make sugar, which is their food. The sunlight works like an oven to help the recipe, and when the plant is done, it also gives out fresh oxygen for us to breathe. ☀️💧🍃",73,0.7123287671232876,7,2
17,female,salad picture,2,1.0,0,0
17,female,"i want salad with tomatos onion, green beans and olive oil",11,1.0,1,0
18,male,"I sat with my laptop in nature, the air fresh and clean. Birds sang soffly, and everything felt peaceful.",19,0.9473684210526315,2,0
18,male,"Sitting by a quiet lake, I watched ripples dance across the water as the sun dipped low. My thoughts felt as calm as the surface.",25,0.84,2,0
18,male,"woke up in a wooden cabin surrounded by tall trees. The morning mist curled through the branches, and the only sound was birdsong",23,0.9130434782608695,0,0
18,male,"We gathered around a rustic wooden table under string lights, sharing stories and laughter over a homemade meal. The night air was cool, the food warm, and the company perfect.",30,0.8666666666666667,1,0
18,male,"After dinner, we sat in a circle on the grass, the stars above and laughter all around. Each truth revealed a secret, each dare sparked wild fun-memories we'd never forget.",32,0.875,2,0
21,male,We are two roomates. Both are studying in same course and also working in same job. So most of the routine is same. We have divided our chores equally almost. Sometimes we compromise also. But mostly it is divided. Suppose I do  do the laundary and he does the iron . He cooks snd I do the dishes. In this way everything is divided ,63,0.6825396825396826,8,0
21,male,Visualize it,2,1.0,0,0
21,male,"Feminism means believing that women and men should be treated equally and have the same chances in life. It’s not about making women better than men, but about removing unfair rules or traditions that stop people from doing things just because of their gender. When everyone is treated fairly, it makes life better for everyone.",56,0.8214285714285714,1,2
24,male,"And there were more people also in the background, we tried eating holland special famous potato fries there and we also took a swing hanging from height, it was just amazing experience",32,0.875,2,0
21,male,I'm not good at buying gifts for friends. But if I have to buy one for friend than I will buy him a puzzle books where puzzles also help in sharpening mind snd a good playable game.,38,0.8421052631578947,4,2
21,male,"As I'm 65kg and 5'9, so as per the studies I need almost 70g protein daily. Carbs snd unsaturated fats mainly and other nutrients in  minor amount. I'll do my breakfast sith some high protein diet. I like to drink milk, so I'll frink high protein milk snd I'll add some fruits with it. In the linch I'll add some bread and meat. In the dinner some light meal to end the day.",77,0.6363636363636364,8,1
21,male,Ok got it,3,1.0,0,0
21,male,"Eat healthy, do workout, make peace with yourself ",8,1.0,0,0
24,male,"Hey! I just moved into a new room and I’m looking for some design inspiration. I’d love to include a cozy reading nook, modern furniture, plants, a desk setup. Can you help me visualize it by creating an image based on that?",44,0.9090909090909091,5,1
21,male,"The Boy and the Moon   Sami was a boy who loved the moon. Every night, he sat on his roof and talked to it. One night he said, “I wish I could hold you.” The moon replied, “Okay, but bring me back before sunrise.”  The moon came down, glowing in Sami’s hands. He walked through the fields, lighting the way for fireflies and helping travelers see in the dark.  When the sun started to rise, Sami put the moon back in the sky. From that day on, the moon always shone brighter for Sami, like it was smiling at its friend",102,0.6666666666666666,7,1
21,male,"Collector of sunsets, bad puns, and good coffee. Can cook pasta that might make you fall in love (or call for takeout if it fails). Looking for someone who laughs loudly, loves small adventures, and doesn’t mind stargazing at 2 AM. Bonus points if you can beat me at Uno — but I warn you, I play to win.",58,0.8620689655172413,6,3
21,male,"I know it hurts right now, but a breakup doesn’t define your worth or your future. ❤️ Sometimes people leave not because you weren’t enough, but because the chapter with them was meant to end so you could grow stronger and meet the right person who will value you fully. You gave your best, and that’s something to be proud of. Take this time to focus on yourself, heal, and do things that make you happy — because better days, better love, and brighter smiles are ahead of you. 🌟",90,0.7666666666666667,11,4
22,male,"I know it hurts right now, but a breakup doesn’t define your worth or your future. ❤️ Sometimes people leave not because you weren’t enough, but because the chapter with them was meant to end so you could grow stronger and meet the right person who will value you fully. You gave your best, and that’s something to be proud of. Take this time to focus on yourself, heal, and do things that make you happy — because better days, better love, and brighter smiles are ahead of you. 🌟",90,0.7666666666666667,11,4
23,male,Last weekend i went to Switzerland with my friends to visit Reinfall and it was really good to see such places i really enjoyed with my friends ,27,0.7407407407407407,4,1
23,male,I visit this weekend Rauthhaus with my friends ,8,1.0,2,0
23,male,Iam preparation for my exam which is around next month ,10,1.0,1,0
23,male,Iam doing part time job as kitchen helper,8,1.0,0,0
23,male,I like to visit beautiful cities in Germany ,8,1.0,1,2
24,male,"I want to generate a image with my 3 besties, we were spending our holidays in netherlands.",16,1.0,4,0
24,male,"But, I Am a Boy And I Was There With My Boys",12,0.9166666666666666,3,0
25,female,My last vacation was with my friends .we went to France and spend a whole day with lot of fun loving activities ,22,0.9090909090909091,3,0
25,female,I buy some good stuff .and eat good food ,9,0.8888888888888888,1,2
24,male,I live with a few roommates and we’re trying to figure out a fair way to split up the chores. Here’s a bit about everyone’s schedule and preferences. Can you help us come up with a plan? I’ll let you know what works and what doesn’t so we can tweak it.,56,0.75,7,0
25,female,We take lot of pictures and listen songs ,8,1.0,1,0
24,male,"We are total 4, two of them are doing odd jobs and ma nd one more are doing working student, thay are usually booked on weekends and we are free. 2 Prefer To Sleep Early And 2 Wants To Sleep Late.",38,0.7368421052631579,3,0
25,female,I saw there lots of tourist came for spending there  holidays ,11,0.9090909090909091,1,0
24,male,"I’m looking for a gift for my friend. She’s super thoughtful and creative, always the one planning fun get-togethers. She’s into books, plants, and photography, and recently started a new job in graphic design. She’s been a bit stressed with the transition, so I want to get her something meaningful or comforting. Any ideas?",59,0.7966101694915254,7,0
25,female,After spending whole day .then we went back to home .and we take your train ,15,0.9333333333333333,3,0
24,male,"I want to get healthier but need something realistic. Let’s say my goal is to build some strength and have more energy. I can spare maybe 30 minutes a day, and I’m not super strict with food, but I prefer balanced meals over extreme diets. Can you give me a simple fitness and meal plan to start with?",59,0.8135593220338984,7,0
24,male," I work during the day, try to squeeze in time for friends or hobbies in the evening, and I’m usually on my phone or watching something before bed. I want to get better at managing my time, maybe be more productive or build better habits. Can you help me with a realistic plan that fits my lifestyle?",58,0.8103448275862069,8,2
24,male,"Explain this in a simple way. Then turn it into a fun story or game for a 5-year-old. Can you make it even shorter, more fun, or more visual?",30,0.8,1,0
24,male,god helps those who helps themselves,6,0.8333333333333334,0,0
28,female,my friends birthday is coming next week so I was planning to gift him something which can help him in daily routine and comes under my budget. Help me deciding a gift for him,34,0.8529411764705882,7,0
28,female,"hey gpt!! Recently, I started gym as I have gained weight. I don't have any personal fitness trainer in gym so I want you to help me by planning a workout  routine for me and also plan my meals accordingly.",41,0.8536585365853658,8,0
24,male,"Let’s talk about feminism — what it means, how it’s changed, and the arguments for and against it today. Explain it simply and fairly. I’ll ask questions or push back if I’m unsure. Afterward, I’ll share my thoughts and see if my view has changed.",49,0.7346938775510204,5,0
24,male,"dont you think, males are more prior then females",9,1.0,1,0
24,male,"Here’s a fun story idea: A lonely robot finds an old music player and learns to express feelings through songs. Can you help me continue the story? I might ask you to change the tone, add twists, or develop the characters more",43,0.8604651162790697,4,0
24,male,"I’m a realistic and respectful person who really cares about relationships. Can you help me write a dating bio? I’ll give you feedback to make it funnier, bolder, or more subtle whatever fits me best. Let’s refine it a couple of times",45,0.8666666666666667,6,0
24,male,Add more about real value,5,1.0,0,0
24,male,again,1,1.0,0,0
24,male,"My close friend just went through a tough breakup and is feeling really down. He is ususally calm, and the relationship meant a lot to him. Right now, he is coping by that breakup. Can you help me figure out what to say or do to support them in a meaningful way?",52,0.8269230769230769,7,0
32,male,for working i want to put chair and table,9,1.0,1,0
32,male,Also put wardrobe for clothes,5,1.0,0,0
32,male,show me the full view with the last image you created,11,0.9090909090909091,2,0
27,male,"i was in luxembourg where i saw a bridge with 2 facilities, at one level there was a path for vehicle and just below it, there was a path for people",30,0.7333333333333333,2,0
27,male,There was a form of grill outside of the bridge or people for better safty,15,0.9333333333333333,0,1
27,male,these two bridge are at same place. just one above another. people bridge is under the bridge of behicle,19,0.8947368421052632,0,0
27,male,those bridges are in same directions,6,1.0,0,0
28,female,"Here’s a simple description:  ---  The sun is slowly going down behind the tall mountains. The sky is full of colors — orange, pink, and purple. The mountain tops shine with golden light, while the lower slopes are already in shadow. A cool wind moves through the trees, and the air feels fresh. Birds are flying back to their nests, and the whole valley is calm and quiet. ",67,0.7910447761194029,1,0
29,female,"as standing on a golden sandy beach in Goa at sunset, the waves gently touching my feet. The sky was painted in shades of orange, pink, and purple, and the reflection danced across the calm water. Palm trees swayed softly in the warm breeze, and I could hear the soothing sound of the ocean mixed with distant laughter from people enjoying the evening. I felt peaceful, free, and deeply connected to nature.",72,0.8055555555555556,3,0
28,female,"The sun is slowly going down behind the tall mountains. The sky is full of colors — orange, pink, and purple. The mountain tops shine with golden light, while the lower slopes are already in shadow. A cool wind moves through the trees, and the air feels fresh. Birds are flying back to their nests, and the whole valley is calm and quiet.",62,0.7903225806451613,1,0
27,male,I would like to design my room with having avengers posters on wall. There might be one study table in the corner and a double bed in another corner. Myroom should be covered with bright color. there should be one section for my cricket kit. as well as i need one section for gym equipment,55,0.7454545454545455,4,1
27,male,It is not still what am i asking.,8,1.0,1,0
28,female,"I want you to design a modern and tech-focused apartment, using a sleek color palette of charcoal grey and a vibrant electric blue accent. Choose furniture with clean lines, like a low-profile sectional sofa and a sleek, electric standing desk for your home office. Incorporate smart lighting and hidden LED strips to create a futuristic ambiance. For a touch of nature, a collection of succulents in geometric pots works well. The decor can feature subtle art inspired by technology, like abstract data visualizations. Everything should be organized and have a purpose.",93,0.7956989247311828,3,2
27,male,"I am living with 5 people in sharing apartment. we usually bring all the groceries together and then split in individually. As well as one person pay rent , electricity and internet bill and we need to split it individually. could you please suggest the fair way to split the household chores",50,0.78,4,0
32,male,cool now pul small small carboard images next to laptop table wall,12,0.9166666666666666,0,0
28,female,"The sun is slowly going down behind the tall mountains. The sky is full of colors — orange, pink, and purple. The mountain tops shine with golden light, while the lower slopes are already in shadow. A cool wind moves through the trees, and the air feels fresh. Birds are flying back to their nests, and the whole valley is calm and quiet.",62,0.7903225806451613,1,0
28,female,"The sun is slowly going down behind the tall mountains. The sky is full of colors — orange, pink, and purple. The mountain tops shine with golden light, while the lower slopes are already in shadow. A cool wind moves through the trees, and the air feels fresh. Birds are flying back to their nests, and the whole valley is calm and quiet.",62,0.7903225806451613,1,0
28,female,Week 1 You:  Cleaning kitchen  Vacuuming/sweeping  Laundry (if shared)  Roommate:  Washing dishes  Taking out trash/recycling  Cleaning bathroom  Dusting/living area tidy-up,23,0.9565217391304348,1,0
28,female,"The sun is slowly going down behind the tall mountains. The sky is full of colors — orange, pink, and purple. The mountain tops shine with golden light, while the lower slopes are already in shadow. A cool wind moves through the trees, and the air feels fresh. Birds are flying back to their nests, and the whole valley is calm and quiet.",62,0.7903225806451613,1,0
28,female,"I want you to design a modern and tech-focused apartment, using a sleek color palette of charcoal grey and a vibrant electric blue accent. Choose furniture with clean lines, like a low-profile sectional sofa and a sleek, electric standing desk for your home office. Incorporate smart lighting and hidden LED strips to create a futuristic ambiance. For a touch of nature, a collection of succulents in geometric pots works well. The decor can feature subtle art inspired by technology, like abstract data visualizations. Everything should be organized and have a purpose.",93,0.7956989247311828,3,2
28,female,"I am sharing an apartment with a girl. I was planning monthly schedule for cleaning tasks, buying groceries, etc. Help me planning the schedule by dividing the tasks same between us.",31,0.8387096774193549,4,0
28,female,My friend's birthday is ,5,1.0,1,0
30,male,"beach,bear, swimming ",3,1.0,0,0
30,male,beer ,1,1.0,0,0
30,male,"no bear , beer ",3,1.0,0,0
31,male,"“A lively Parisian street café in the early morning, wrought-iron tables filled with people sipping coffee, croissants on plates, bicycles leaning against a lamppost, soft golden sunlight filtering through rows of blooming flowers, cobblestone street glistening slightly from a light drizzle, warm and romantic atmosphere.”",46,0.9347826086956522,0,0
31,male,"“Charming Italian piazza at sunset, outdoor café with red-checkered tablecloths, waiters carrying trays of espresso and pastries, locals chatting animatedly, accordion player in the corner, pastel buildings with open shutters, hanging string lights casting a warm glow.”",38,0.9736842105263158,0,0
31,male,"“Vintage European café scene in Bruges, Belgium, tourists and locals mingling under large colorful umbrellas, a canal with swans in the background, fresh flowers on every table, aroma of fresh waffles drifting from a nearby stand, gentle afternoon sunlight.”",39,0.9230769230769231,0,0
31,male,"“Bustling street café in Barcelona, tables spilling onto a wide pedestrian avenue, mosaic-tiled benches nearby, street performers entertaining passersby, churros and coffee being served, palm trees swaying under a bright blue sky, warm Mediterranean vibe.”",36,0.9444444444444444,0,0
31,male,"“Cozy Vienna coffeehouse terrace in autumn, people wearing scarves and chatting over tall glasses of melange, warm pastries displayed on silver trays, fallen golden leaves scattered on cobblestones, horse-drawn carriage passing in the background, elegant historic buildings framing the street.”",41,0.926829268292683,0,0
31,male,"A calm minimalist bedroom with soft neutral tones, low platform bed with crisp white bedding, natural wood furniture, a single bonsai tree on a sleek desk, large window with sheer curtains letting in soft morning light, subtle Japanese-inspired décor, clean lines and clutter-free space.",47,0.8936170212765957,0,0
31,male,"Open-plan bedroom with exposed brick walls, black steel-framed windows, reclaimed wood bed frame, Edison bulb pendant lights, leather reading chair in the corner, dark gray rug, abstract art on the walls, warm amber lighting creating a cozy urban vibe.",41,0.9512195121951219,0,0
31,male,"Bright airy bedroom with white walls, light oak flooring, textured wool blankets in muted tones, hanging plants, small bookshelf with neatly arranged books, large window seat filled with cushions, natural sunlight flooding the space, simple yet inviting décor.",39,0.9487179487179487,0,0
31,male,"""A bright, modern apartment kitchen with two roommates smiling and organizing a colorful wall-mounted chore chart, each task written on magnetic labels, sunlight streaming through large windows, plants on the windowsill, cozy and cheerful atmosphere, realistic photography, soft natural lighting.""          Ask ChatGPT",43,0.9302325581395349,0,0
31,male,create a image,3,1.0,0,0
32,male,i was in the beach in palma de mallorca Sa Rapita beach having sun bath,15,0.8666666666666667,1,0
32,male,no i am male ,4,1.0,1,0
32,male,i am a bit skinny and with no beard,9,1.0,1,0
32,male,lets make the image more real ,6,1.0,0,0
32,male,and also make a pic in front of Palma Cathedral,10,1.0,0,0
32,male,ok let make a room design i have 20m2  and i want to design it with side table and chair in the corner and on wall i want to put realmadrid big flag and one bed and carpeted room ,39,0.7435897435897436,3,0
33,female," The sun is slowly going down behind the tall mountains. The sky is full of colors — orange, pink, and purple. The mountain tops shine with golden light, while the lower slopes are already in shadow. A cool wind moves through the trees, and the air feels fresh. Birds are flying back to their nests, and the whole valley is calm and quiet.",62,0.7903225806451613,1,0
33,female,"I want to change how my room looks. Please help me design it in a nice and simple way. Tell me where I can put my bed, table, and other things. Give me ideas for wall colors, lights, and decorations. Keep it easy so I can do it myself without spending too much. I want my room to feel comfortable and pretty. Please write it step by step so I can follow it easily.",74,0.6891891891891891,11,0
33,female,Image generated is not clear. can you generate another one please,11,1.0,1,0
32,male,i have and apartment and in it we are living 3 boys. i am student and the one boy is a banker and last one is food delivery. so we have a apartment with three beds and one washroom and one kitchen. how can i divide the chores ,47,0.6595744680851063,5,0
33,female,"I live in an apartment with a girl. We need help to share the work in the house. Please make a list of chores like cleaning, cooking, and washing dishes. Tell us who should do what and when. Make sure it is fair and work is equally divided between us. Write it in a table or simple list so we can understand it. Keep it easy so we can follow it every week without problems",75,0.7333333333333333,6,1
32,male,so we did our individual grocery and laundry we have  machine so we did it our self ,17,0.7058823529411765,5,0
32,male,mainly we have kitchen and bathroom duties mainly and living area,11,0.8181818181818182,1,0
33,female,"My friend is very sad after a breakup. Please tell me how I can make them feel better. Give me simple ideas for what I can say to them. Share some small things I can do to help, like spending time with them or bringing them something nice. Keep it easy so I can remember it. I want to help without saying the wrong thing. Make it sound caring and kind.",71,0.7605633802816901,12,3
43,male,"Increase the depth and warmth of the colors, making the whole scene feel more romantic and nostalgic, as if captured in a perfect holiday memory.",25,0.88,0,0
33,female,My best friend's birthday is around the corner and I want to buy a nice gift for him. Please give me ideas for gifts that are special and also can be used in daily routine. Share both cheap and a little expensive options. Write why each gift could be good for my friend. Keep the ideas simple so I can choose easily. I want the gift to feel personal and caring.,72,0.7361111111111112,7,1
32,male,suggest me some good gift for my friend. he is football and formula 1 fan and he also like gadgets,19,0.8947368421052632,4,2
32,male,my weight is 62 and i want my week plan for diet and gym i working morning and in evening i have some time to go to gym ,27,0.7407407407407407,5,0
33,female,I want to eat healthy and exercise every day. Please make a 7-day plan for me. Write what exercise I can do each day and what food I should eat. Make it simple so I can follow it without much stress. I want to lose some weight but still have energy. Please include easy vegetarian meals with protein. Keep it clear so I can understand it at one look,69,0.6956521739130435,7,0
32,male,when should i cook every day or one day and make a meals for daily,15,0.9333333333333333,1,0
43,male,"Include more details on the Charles Bridge — add a few historic statues, slightly weathered stone texture, and delicate shadows cast by the setting sun.",24,0.9583333333333334,0,0
33,female,"I want to do more work every day without wasting time. Please make a simple plan for my day from morning to night. Add time for work, study, exercise, and rest. Give me easy tips to avoid getting lazy. Keep it realistic so I can follow it every day. Write it step by step. I do not want to feel like I wasted time.",64,0.71875,6,1
33,female,Please explain how plants make their own food in a way a small child can understand. Use very easy words and a short story or example. Make it fun so the child wants to listen. Keep the explanation short but clear. Use things a child sees every day like the sun or water. I want the child to enjoy learning it. Make it sound like a happy story about plants,70,0.7,2,4
32,male,add meat in the schedule,5,1.0,0,0
33,female,I want to understand what feminism means. Please explain it to me in simple words. Tell me a little about how it started and why it is important. Share some good and bad things people say about it. Help me understand different opinions about feminism. Keep it easy so I can remember it. I want to know enough to make my own opinion,63,0.7142857142857143,7,2
33,female,"Please help me write a short story that is not real but fun to read. I want the story to be about a girl who can hear plants talking. Make it sound magical but still easy to understand. Add some nice details to make the story interesting. Keep it short but complete with a beginning, middle, and end. Make the ending sweet and nice. I want it to be easy for anyone to read.",74,0.6621621621621622,3,0
